"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1","AIR_VAL_YR","AIR_WGT_YR","CNT_VAL_YR","CNT_WGT_YR","CTY_CODE","CTY_NAME","PORT","PORT_NAME","I_COMMODITY","YEAR","COMM_LVL","time"
"2","0","0","0","0","-","TOTAL FOR ALL COUNTRIES","0906","SYRACUSE, NY","89","2024","HS2","2024-12"
"3","0","0","0","0","5830","TAIWAN","0906","SYRACUSE, NY","89","2024","HS2","2024-12"
"4","0","0","0","0","0026","APEC","0906","SYRACUSE, NY","89","2024","HS2","2024-12"
"5","0","0","0","0","5XXX","ASIA","0906","SYRACUSE, NY","89","2024","HS2","2024-12"
"6","0","0","0","0","0014","PACIFIC RIM COUNTRIES","0906","SYRACUSE, NY","89","2024","HS2","2024-12"
"7","0","0","2296658","59297","-","TOTAL FOR ALL COUNTRIES","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"8","0","0","0","0","4099","DENMARK","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"9","0","0","50600","889","4120","UNITED KINGDOM","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"10","0","0","0","0","4190","IRELAND","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"11","0","0","266449","15230","4279","FRANCE","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"12","0","0","634887","1338","4280","GERMANY","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"13","0","0","295673","4500","4550","POLAND","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"14","0","0","644247","13600","4700","SPAIN","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"15","0","0","218436","3100","4759","ITALY","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"16","0","0","33168","1104","5081","ISRAEL","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"17","0","0","3500","350","5490","THAILAND","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"18","0","0","149698","19186","5700","CHINA","1001","NEW YORK, NY","89","2024","HS2","2024-12"
"19","0","0","0","0","5830","TAIWAN","1001","NEW YORK, NY","89","2024","HS2","2024-12"
